"egoid","completed_6","completed_5","completed_4","completed_3","completed_2","completed_1","euthanasia_6","euthanasia_5","euthanasia_4","euthanasia_3","euthanasia_2","euthanasia_1","fssocsec_6","fssocsec_5","fssocsec_4","fssocsec_3","fssocsec_2","fssocsec_1","fswelfare_6","fswelfare_5","fswelfare_4","fswelfare_3","fswelfare_2","fswelfare_1","jobguar_6","jobguar_5","jobguar_4","jobguar_3","jobguar_2","jobguar_1","marijuana_6","marijuana_5","marijuana_4","marijuana_3","marijuana_2","marijuana_1","toomucheqrights_6","toomucheqrights_5","toomucheqrights_4","toomucheqrights_3","toomucheqrights_2","toomucheqrights_1"
24543,"2013-05-02 09:01:05","2013-01-18 23:02:52","2012-08-20 10:16:29","2012-05-09 10:02:45","2012-02-06 18:32:31","2011-08-16 10:39:00","Yes","Not sure","Yes","Yes","Yes","No","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Decrease","Decrease","Decrease","Decrease","Be kept the same","Decrease","5","Each Person on Own","Each Person on Own","6","6","5","Not Legal","Not Legal","Not Legal","Legal","Not Legal","Not Legal","Strongly diisagree","Strongly diisagree","Strongly diisagree","Strongly diisagree","Strongly diisagree","Strongly diisagree"
16313,"","2013-02-03 20:43:26","2012-08-28 10:50:02","2012-05-16 23:12:42","2012-01-29 17:17:34","2011-08-15 18:39:00","","No","Yes","Yes","Yes","Yes","","Be kept the same","Not sure","Not sure","","Increase","","Decrease","Decrease","Decrease","Decrease","Decrease","","6","6","Each Person on Own","6","Each Person on Own","","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree"
99338,"","","","","","2011-08-15 15:13:00","","","","","","Yes","","","","","","Decrease","","","","","","Be kept the same","","","","","","5","","","","","","Legal","","","","","","Strongly diisagree"
66991,"","","2012-09-01 14:56:54","2012-05-16 00:52:25","2012-02-05 21:34:11","2011-08-16 15:53:00","","","No","No","No","No","","","Decrease","Decrease","Decrease","Decrease","","","Decrease","Be kept the same","Decrease","Be kept the same","","","Each Person on Own","Each Person on Own","6","Each Person on Own","","","Not Legal","Not Legal","Not Legal","Not Legal","","","Agree","Strongly agree","Strongly agree","Agree"
46771,"2013-05-13 14:58:19","2013-01-22 13:07:35","2012-09-09 11:32:32","2012-05-10 21:15:16","2012-02-11 22:49:15","2011-08-15 15:11:00","Not sure","No","No","No","Not sure","Yes","Decrease","Decrease","Decrease","Not sure","Be kept the same","Decrease","Increase","Decrease","Increase","Not sure","Decrease","Decrease","","Each Person on Own","","4","Each Person on Own","Each Person on Own","Legal","Legal","Legal","Legal","Legal","Legal","Disagree","Disagree","Disagree","Strongly diisagree","Neither agree nor disagree","Neither agree nor disagree"
83184,"","","2012-08-27 21:30:56","2012-06-07 08:34:54","2012-02-04 14:54:54","2011-08-15 22:46:00","","","Yes","Yes","Yes","Yes","","","Not sure","Not sure","Not sure","Decrease","","","Increase","Not sure","Not sure","Decrease","","","Govt. See to Job/Living","Govt. See to Job/Living","","Each Person on Own","","","Legal","Legal","Legal","Legal","","","Not Sure","Neither agree nor disagree","Neither agree nor disagree","Disagree"
71782,"","2013-02-04 12:12:29","2012-09-14 11:47:27","2012-05-18 23:25:47","","2011-08-17 23:45:00","","No","No","Not sure","","Not sure","","Decrease","Decrease","Decrease","","Decrease","","Decrease","Decrease","Decrease","","Decrease","","6","Each Person on Own","Each Person on Own","","Each Person on Own","","Not Sure","Not Sure","Not Sure","","Not Sure","","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","","Neither agree nor disagree"
45292,"2013-05-10 14:31:27","2013-01-21 15:30:08","2012-09-04 00:33:05","2012-05-15 09:31:14","2012-02-28 18:35:35","2011-08-16 17:05:00","Not sure","Yes","Yes","Not sure","Yes","No","Not sure","Decrease","Not sure","Not sure","Not sure","Increase","Decrease","Be kept the same","Not sure","Not sure","Not sure","Increase","","3","3","3","3","Govt. See to Job/Living","Legal","Legal","Legal","Legal","Legal","Legal","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly diisagree"
83568,"","","","2012-05-31 19:09:42","2012-02-10 17:28:20","2011-08-24 15:35:00","","","","Yes","Not sure","No","","","","Decrease","Decrease","Decrease","","","","Not sure","Decrease","Decrease","","","","5","5","5","","","","Not Legal","Not Legal","Not Legal","","","","Strongly agree","Strongly agree","Agree"
58168,"","","","","","2011-08-18 01:10:00","","","","","","Yes","","","","","","Increase","","","","","","Be kept the same","","","","","","5","","","","","","Not Legal","","","","","","Disagree"
40997,"2013-05-02 13:01:59","2013-01-18 22:19:52","2012-08-20 14:09:49","2012-05-12 13:54:46","2012-02-06 02:19:09","2011-08-15 15:37:00","Yes","Yes","Yes","Yes","Yes","Yes","Increase","Be kept the same","Decrease","Increase","Be kept the same","Decrease","Decrease","Increase","Decrease","Decrease","Decrease","Decrease","3","3","3","3","2","3","Legal","Not Sure","Not Sure","Legal","Not Legal","Legal","Strongly diisagree","Strongly diisagree","Strongly diisagree","Strongly diisagree","Disagree","Strongly diisagree"
63817,"","","2012-08-20 12:05:14","2012-05-14 12:50:34","2012-01-28 15:21:18","2011-08-17 01:55:00","","","No","Yes","Yes","No","","","Decrease","Decrease","Decrease","Decrease","","","Decrease","Be kept the same","Decrease","Be kept the same","","","6","6","5","5","","","Legal","Legal","Legal","Not Legal","","","Agree","Agree","Disagree","Disagree"
38927,"2013-05-05 09:40:18","2013-01-19 14:36:23","2012-08-20 20:39:38","2012-05-14 18:11:01","2012-02-03 14:02:08","2011-08-15 22:20:00","Not sure","No","Not sure","Not sure","Yes","Yes","Be kept the same","Not sure","Not sure","Not sure","Be kept the same","Not sure","Be kept the same","Not sure","Decrease","Not sure","Decrease","Decrease","5","5","5","5","5","5","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Disagree","Disagree","Neither agree nor disagree","Disagree","Disagree","Disagree"
66404,"2013-05-09 11:11:53","2013-02-03 15:55:33","2012-08-27 16:42:53","2012-05-11 22:33:04","2012-01-30 15:17:41","2011-08-15 22:19:00","No","Not sure","Not sure","Not sure","Yes","Yes","Decrease","Decrease","Not sure","Decrease","Not sure","Be kept the same","Decrease","Decrease","Decrease","Decrease","Not sure","Be kept the same","6","Each Person on Own","6","5","5","6","Not Sure","Not Sure","Not Sure","Legal","Not Sure","Not Legal","Neither agree nor disagree","Neither agree nor disagree","Disagree","Disagree","Disagree","Not Sure"
18394,"2013-05-03 21:06:15","2013-01-22 11:58:09","2012-09-02 19:42:34","2012-05-16 15:07:31","2012-02-07 00:53:57","2011-08-22 14:23:00","No","Not sure","No","No","No","Yes","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","4","5","5","4","2","3","Not Sure","Not Sure","Not Sure","Not Sure","Not Legal","Not Sure","Agree","Agree","Agree","Disagree","Agree","Neither agree nor disagree"
71700,"2013-05-13 15:47:23","2013-02-06 18:03:12","2012-08-20 10:47:57","2012-05-18 16:41:27","2012-02-03 18:26:43","2011-08-16 18:13:00","No","No","No","No","No","No","Be kept the same","Be kept the same","Be kept the same","Not sure","Not sure","Not sure","Be kept the same","Be kept the same","Be kept the same","Increase","Not sure","Not sure","2","2","3","2","2","2","Not Sure","Legal","Not Sure","Not Sure","Not Sure","Not Sure","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree"
48429,"","","2012-09-11 00:38:02","","2012-02-22 16:49:44","2011-09-27 00:23:00","","","Yes","","Yes","Yes","","","Increase","","Increase","Increase","","","Increase","","Increase","Increase","","","Govt. See to Job/Living","","Govt. See to Job/Living","Govt. See to Job/Living","","","Legal","","Legal","Legal","","","Strongly diisagree","","Strongly diisagree","Strongly diisagree"
19066,"2013-05-12 21:14:47","2013-02-04 22:55:09","2012-08-23 16:16:55","2012-05-15 16:56:25","2012-02-29 10:38:43","2011-08-15 20:16:00","No","No","No","No","Not sure","No","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","6","6","5","4","5","6","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Agree","Agree","Agree","Agree","Agree","Agree"
36951,"","","2012-08-21 18:07:54","2012-05-13 23:59:29","2012-02-22 23:53:48","2011-08-15 17:20:00","","","Yes","Yes","Yes","Not sure","","","Be kept the same","Decrease","Decrease","Decrease","","","Decrease","Decrease","Decrease","Decrease","","","Each Person on Own","6","Each Person on Own","6","","","Legal","Legal","Legal","Legal","","","Neither agree nor disagree","Strongly agree","Agree","Disagree"
75468,"2013-05-13 00:18:26","2013-02-04 15:43:19","2012-08-22 11:25:36","2012-05-18 16:49:37","2012-02-04 22:30:22","2011-08-16 10:43:00","Yes","Yes","Yes","Yes","Yes","Yes","Increase","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Decrease","Increase","Be kept the same","Decrease","Be kept the same","Be kept the same","Be kept the same","Govt. See to Job/Living","Govt. See to Job/Living","2","2","2","3","Legal","Legal","Not Legal","Not Legal","Not Legal","Legal","Strongly diisagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree"
46021,"2013-05-02 12:17:56","2013-01-19 14:48:16","2012-08-20 21:58:49","2012-05-16 15:56:05","2012-01-28 18:03:33","2011-08-15 21:33:00","Yes","Yes","Yes","Yes","Yes","Yes","Decrease","Not sure","Decrease","Decrease","Decrease","Be kept the same","Be kept the same","Decrease","Decrease","Decrease","Be kept the same","Be kept the same","5","5","5","5","4","5","Legal","Not Sure","Legal","Not Sure","Legal","Legal","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Agree"
50709,"2013-05-02 23:09:00","2013-01-22 00:32:33","2012-08-20 14:26:38","2012-05-14 15:48:51","2012-02-10 22:05:21","2011-08-16 09:27:00","Yes","Yes","Yes","Yes","Yes","Not sure","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Not sure","Decrease","Be kept the same","Decrease","Decrease","5","5","6","4","5","5","Legal","Legal","Not Sure","Not Legal","Not Legal","Not Legal","Disagree","Disagree","Strongly diisagree","Disagree","Neither agree nor disagree","Strongly diisagree"
45945,"2013-05-02 14:42:41","2013-01-29 00:41:17","2012-08-26 14:52:05","2012-05-09 23:21:47","2012-02-03 13:16:48","2011-08-16 19:23:00","No","No","No","No","Yes","Yes","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Be kept the same","Decrease","Decrease","Decrease","6","5","Each Person on Own","5","6","6","Legal","Legal","Legal","Legal","Legal","Legal","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Agree","Agree"
80193,"","","","","","2011-08-22 11:05:00","","","","","","No","","","","","","Not sure","","","","","","Decrease","","","","","","Each Person on Own","","","","","","Not Legal","","","","","","Neither agree nor disagree"
28831,"2013-05-02 15:24:37","2013-01-19 13:24:25","2012-09-04 21:21:09","2012-05-17 18:04:21","2012-03-02 21:36:59","2011-08-16 00:55:00","No","No","No","No","No","No","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Each Person on Own","Each Person on Own","Each Person on Own","Each Person on Own","Each Person on Own","6","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree"
96600,"","","","","2012-01-28 13:41:02","2011-08-17 12:00:00","","","","","Not sure","No","","","","","Not sure","Not sure","","","","","Decrease","Not sure","","","","","4","6","","","","","Not Sure","Not Legal","","","","","Disagree","Neither agree nor disagree"
64772,"","","2012-08-26 17:18:32","2012-05-14 01:44:31","2012-01-30 15:08:40","2011-08-17 02:15:00","","","Not sure","Not sure","Yes","Yes","","","Not sure","Not sure","Not sure","Be kept the same","","","Not sure","Not sure","Not sure","Be kept the same","","","","Govt. See to Job/Living","","Each Person on Own","","","Not Sure","Not Sure","Not Legal","Not Sure","","","Not Sure","Not Sure","Not Sure","Neither agree nor disagree"
48990,"","2013-02-03 21:42:43","2012-09-13 15:27:31","2012-05-18 16:06:00","2012-02-07 13:16:21","2011-08-21 01:31:00","","No","Not sure","Not sure","Yes","No","","Be kept the same","Be kept the same","Not sure","Be kept the same","Be kept the same","","Decrease","Decrease","Decrease","Decrease","Decrease","","Each Person on Own","Each Person on Own","Each Person on Own","Each Person on Own","Each Person on Own","","Not Sure","Not Legal","Not Legal","Not Sure","Not Legal","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
61280,"","","2012-09-10 14:43:20","2012-05-21 20:45:21","2012-01-28 16:49:12","2011-08-15 21:03:00","","","Yes","No","Yes","Not sure","","","Not sure","Not sure","Not sure","Not sure","","","Increase","Be kept the same","Increase","Decrease","","","5","4","4","6","","","Legal","Legal","Legal","Not Sure","","","Strongly agree","Strongly agree","Neither agree nor disagree","Agree"
22540,"","","","","2012-02-29 14:25:24","2011-08-15 18:42:00","","","","","Yes","Yes","","","","","Be kept the same","Be kept the same","","","","","Decrease","Decrease","","","","","6","6","","","","","Not Legal","Not Legal","","","","","Agree","Agree"
39122,"","2013-01-20 15:51:07","2012-08-20 11:11:14","2012-05-12 23:07:33","2012-01-29 15:27:40","2011-08-15 15:24:00","","Yes","Yes","Yes","Yes","No","","Be kept the same","Be kept the same","Decrease","Decrease","Be kept the same","","Increase","Increase","Increase","Not sure","","","4","4","3","4","4","","Legal","Legal","Legal","Legal","Legal","","Strongly diisagree","Disagree","Disagree","Strongly diisagree","Disagree"
89827,"2013-05-10 02:03:57","2013-01-24 00:37:57","2012-09-02 19:41:18","2012-05-17 17:33:22","2012-01-29 21:14:39","2011-08-19 19:08:00","Not sure","Not sure","Not sure","Not sure","Not sure","Yes","Decrease","Not sure","Decrease","Decrease","Not sure","Not sure","Not sure","Not sure","Decrease","Not sure","Not sure","Decrease","5","5","6","6","5","6","Legal","Legal","Legal","Legal","Legal","Not Sure","Agree","Agree","Agree","Agree","Agree","Not Sure"
86610,"","2013-01-24 20:33:47","2012-08-25 21:21:52","2012-05-20 20:05:58","2012-02-22 16:46:07","2011-08-15 19:47:00","","Not sure","Not sure","No","Not sure","No","","Not sure","Decrease","Not sure","Not sure","Be kept the same","","Not sure","Decrease","Not sure","Not sure","Be kept the same","","4","4","5","6","5","","Not Legal","Not Sure","Not Sure","Not Sure","Not Legal","","Not Sure","Not Sure","Not Sure","Neither agree nor disagree","Strongly diisagree"
57637,"2013-05-07 20:09:26","2013-01-19 14:19:52","2012-08-21 16:36:16","2012-05-14 21:42:26","2012-01-28 15:59:08","2011-08-15 23:52:00","Yes","Not sure","No","No","No","Not sure","Be kept the same","Not sure","Decrease","Decrease","Decrease","Not sure","Be kept the same","Be kept the same","Decrease","Decrease","Not sure","Be kept the same","5","6","6","Each Person on Own","5","6","Legal","Legal","Legal","Legal","Legal","Legal","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree"
10353,"","","2012-09-01 11:58:54","2012-05-09 13:27:43","2012-01-28 23:47:12","2011-08-17 11:39:00","","","Yes","Yes","Yes","Yes","","","Be kept the same","Not sure","Decrease","Be kept the same","","","Be kept the same","Not sure","Decrease","Be kept the same","","","6","6","Each Person on Own","Each Person on Own","","","Legal","Legal","Not Sure","Legal","","","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree"
46160,"2013-05-10 15:30:11","2013-01-23 02:13:16","2012-08-29 15:57:21","2012-05-18 02:06:21","2012-02-05 21:16:47","2011-08-15 15:59:00","No","No","No","No","No","No","Decrease","Not sure","Be kept the same","Decrease","Decrease","Decrease","Decrease","Not sure","Decrease","Decrease","Decrease","Decrease","5","5","5","6","5","5","Legal","Legal","Legal","Legal","Not Sure","Not Legal","Not Sure","Not Sure","Not Sure","Neither agree nor disagree","Agree","Disagree"
45000,"2013-05-20 12:07:07","2013-01-22 12:45:25","2012-09-07 19:40:09","2012-05-19 00:08:40","","2011-08-15 16:39:00","Not sure","No","Not sure","Yes","","No","Not sure","Not sure","Not sure","Not sure","","Decrease","Not sure","Not sure","Not sure","Not sure","","Decrease","6","5","","6","","6","Not Sure","Not Sure","Not Sure","Not Sure","","Not Legal","Neither agree nor disagree","Not Sure","Not Sure","Neither agree nor disagree","","Not Sure"
88133,"2013-06-08 21:40:57","2013-01-22 22:20:10","2012-08-26 16:58:38","2012-05-18 17:45:43","2012-01-28 22:38:45","2011-08-21 23:33:00","Not sure","Not sure","Not sure","No","No","No","Increase","Increase","Be kept the same","Increase","Increase","Not sure","Increase","Increase","Increase","Increase","Increase","Not sure","3","3","5","3","3","3","Legal","Legal","Not Sure","Not Sure","Not Sure","Not Legal","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree"
75261,"2013-05-12 00:02:45","2013-01-22 11:18:49","2012-09-05 01:43:35","2012-05-16 23:05:24","2012-01-28 17:50:43","2011-08-16 07:50:00","Yes","Yes","Yes","Yes","Yes","Yes","Not sure","Not sure","Not sure","Not sure","Not sure","Be kept the same","Not sure","Not sure","Not sure","Not sure","Increase","Increase","3","2","3","3","3","5","Legal","Legal","Legal","Legal","Legal","Legal","Disagree","Strongly diisagree","Disagree","Disagree","Disagree","Strongly diisagree"
78966,"2013-05-09 14:22:38","2013-01-19 12:06:06","2012-08-20 11:13:18","2012-05-13 18:05:21","2012-01-28 21:08:57","2011-08-16 10:37:00","Yes","Yes","Yes","Yes","Yes","Yes","Decrease","Not sure","Decrease","Decrease","Decrease","Not sure","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","6","6","Each Person on Own","Each Person on Own","Each Person on Own","5","Not Legal","Not Legal","Not Legal","Not Sure","Not Legal","Not Legal","Disagree","Agree","Agree","Strongly agree","Agree","Neither agree nor disagree"
55464,"","2013-02-02 22:20:19","2012-09-14 17:48:57","2012-05-18 21:45:47","2012-02-06 00:06:56","2011-08-16 00:12:00","","Not sure","Yes","Not sure","Not sure","Not sure","","Not sure","Not sure","Not sure","Not sure","Decrease","","Increase","Not sure","Not sure","Be kept the same","Not sure","","5","6","5","5","2","","Legal","Legal","Legal","Not Sure","Legal","","Strongly diisagree","Disagree","Disagree","Strongly diisagree","Strongly diisagree"
86352,"2013-06-19 20:02:27","2013-02-04 20:13:17","2012-08-20 21:09:28","2012-05-14 12:40:04","2012-02-05 13:20:00","2011-08-17 17:21:00","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Be kept the same","Be kept the same","Increase","Be kept the same","Increase","Be kept the same","Be kept the same","Be kept the same","Increase","Be kept the same","Be kept the same","Increase","5","2","Govt. See to Job/Living","4","3","4","Legal","Legal","Not Sure","Legal","Not Legal","Legal","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree"
22745,"2013-05-15 04:36:32","2013-01-22 12:45:00","2012-08-20 12:55:51","2012-05-14 19:38:26","2012-02-07 18:41:14","2011-08-15 15:57:00","Not sure","Not sure","Not sure","Yes","Yes","Yes","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","","5","6","Govt. See to Job/Living","","","Legal","Legal","Legal","Legal","Legal","Legal","Disagree","Strongly diisagree","Disagree","Disagree","Disagree","Disagree"
78638,"","2013-01-28 23:09:13","2012-09-13 22:02:14","2012-05-21 16:35:58","2012-02-11 20:51:19","2011-08-16 16:33:00","","Yes","Yes","Yes","Yes","Yes","","Decrease","Not sure","Not sure","Be kept the same","Be kept the same","","Decrease","Not sure","Decrease","Decrease","Decrease","","5","5","5","4","5","","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","","Neither agree nor disagree","Not Sure","Neither agree nor disagree","Neither agree nor disagree","Disagree"
34853,"2013-05-04 16:13:21","2013-01-19 15:57:37","2012-08-24 02:48:21","2012-05-11 03:02:17","2012-01-28 15:23:01","2011-08-15 16:38:00","Yes","Yes","Yes","Yes","Yes","Yes","Be kept the same","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Each Person on Own","Each Person on Own","Each Person on Own","Each Person on Own","Each Person on Own","Each Person on Own","Legal","Legal","Legal","Legal","Legal","Not Legal","Neither agree nor disagree","Agree","Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree"
50869,"2013-05-02 10:01:13","2013-01-19 00:08:41","2012-08-24 19:43:05","2012-05-09 16:21:38","2012-01-28 13:31:11","2011-08-15 17:39:00","Yes","Yes","Yes","Yes","Not sure","Yes","Be kept the same","Decrease","Decrease","Not sure","Be kept the same","Decrease","Decrease","Decrease","Decrease","Not sure","Decrease","Be kept the same","5","6","Each Person on Own","5","5","","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Agree","Agree","Agree","Agree","Agree","Agree"
46654,"2013-05-09 21:02:01","2013-01-25 22:38:45","2012-08-24 01:07:04","2012-05-15 09:41:52","2012-02-26 14:34:10","2011-08-22 11:43:00","Not sure","Not sure","Not sure","Not sure","Not sure","No","Not sure","Not sure","","Not sure","Not sure","Increase","Not sure","Not sure","Not sure","Not sure","Not sure","Increase","4","2","2","2","3","Govt. See to Job/Living","Not Sure","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Strongly diisagree","Strongly diisagree","Disagree","Strongly diisagree","Strongly diisagree","Strongly diisagree"
73303,"2013-05-14 18:48:46","2013-02-03 21:52:52","2012-08-26 21:11:32","2012-05-15 18:46:33","2012-01-29 14:39:39","2011-08-15 23:12:00","Yes","Yes","Yes","Not sure","Yes","Not sure","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Not sure","Not sure","Not sure","Not sure","Decrease","Not sure","Each Person on Own","Each Person on Own","6","6","Each Person on Own","Each Person on Own","Legal","Legal","Legal","Legal","Legal","Legal","Agree","Agree","Agree","Agree","Agree","Neither agree nor disagree"
74916,"","2013-01-19 16:00:50","2012-09-20 15:33:37","2012-05-14 13:26:05","2012-02-03 12:10:51","2011-08-16 14:26:00","","No","No","Not sure","Not sure","Not sure","","Decrease","Decrease","Decrease","Decrease","Decrease","","Decrease","Decrease","Decrease","Decrease","Decrease","","6","6","6","Each Person on Own","6","","Not Sure","Not Sure","Not Sure","Not Sure","Not Legal","","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
50947,"2013-05-02 12:08:07","2013-01-24 21:26:09","2012-08-21 21:45:31","2012-05-18 09:33:56","","2011-08-25 11:35:00","No","No","No","No","","No","Be kept the same","Be kept the same","Be kept the same","Decrease","","Decrease","Decrease","Decrease","Decrease","Decrease","","Decrease","6","5","Each Person on Own","Each Person on Own","","Each Person on Own","Not Sure","Not Sure","Not Sure","Legal","","Not Legal","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","","Disagree"
52385,"2013-05-09 02:28:31","2013-01-21 12:07:11","2012-09-09 16:44:03","2012-05-18 14:49:35","","2011-08-23 23:52:00","Yes","Yes","Yes","Yes","","Yes","Decrease","Decrease","Decrease","Decrease","","Decrease","Decrease","Decrease","Decrease","Decrease","","Decrease","5","5","4","5","","5","Legal","Legal","Legal","Legal","","Legal","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","Strongly agree"
24760,"2013-05-15 13:27:12","2013-02-02 14:50:26","2012-09-07 15:16:09","","2012-01-28 13:20:20","2011-08-16 02:01:00","No","No","No","","No","No","Decrease","Decrease","Decrease","","Decrease","Not sure","Decrease","Decrease","Decrease","","Decrease","Not sure","6","6","4","","6","6","Legal","Legal","Legal","","Legal","Not Sure","Strongly agree","Strongly agree","Strongly agree","","Strongly agree","Neither agree nor disagree"
40877,"","","","","","2011-08-15 15:05:00","","","","","","Yes","","","","","","Decrease","","","","","","Decrease","","","","","","5","","","","","","Not Sure","","","","","","Neither agree nor disagree"
38893,"2013-05-02 20:48:44","2013-01-22 09:43:37","2012-08-20 13:25:30","2012-05-18 17:09:03","2012-02-03 13:22:55","2011-08-24 23:37:00","No","No","No","No","No","Not sure","Be kept the same","Not sure","Be kept the same","Not sure","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Be kept the same","Decrease","Decrease","5","6","5","5","5","5","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Not Sure"
59367,"2013-05-12 23:55:21","2013-01-20 22:59:19","2012-08-20 14:22:32","2012-05-09 15:33:21","2012-01-29 17:48:23","2011-08-15 16:40:00","Not sure","Not sure","Not sure","Not sure","Yes","Yes","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","3","3","3","Govt. See to Job/Living","3","5","Not Sure","Not Sure","Not Legal","Not Legal","Not Legal","Not Legal","Strongly diisagree","Disagree","Disagree","Disagree","Disagree","Strongly diisagree"
60830,"2013-05-27 19:34:48","","2012-08-21 01:06:24","2012-05-14 23:12:39","","2011-08-22 23:28:00","Yes","","Not sure","Yes","","Yes","Increase","","Not sure","Be kept the same","","Increase","Decrease","","Not sure","Increase","","Increase","5","","","5","","Each Person on Own","Not Sure","","Not Sure","Legal","","Legal","Not Sure","","Not Sure","Neither agree nor disagree","","Strongly agree"
68533,"2013-05-09 00:44:51","2013-02-16 10:51:59","2012-08-24 13:58:25","2012-05-14 17:33:47","2012-02-22 17:27:54","2011-08-15 20:13:00","No","No","No","Yes","Yes","Yes","Be kept the same","Be kept the same","Be kept the same","Not sure","Decrease","Not sure","Increase","Decrease","Decrease","Not sure","Decrease","Be kept the same","4","Each Person on Own","6","5","6","5","Not Sure","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Strongly diisagree","Strongly diisagree","Strongly agree","Agree","Strongly agree","Strongly agree"
49294,"2013-05-14 20:36:44","2013-02-04 16:26:56","2012-08-22 16:52:14","2012-05-21 11:42:22","2012-01-29 15:36:17","2011-08-16 13:02:00","Not sure","Not sure","Not sure","Not sure","No","Not sure","Be kept the same","Decrease","Decrease","Be kept the same","Be kept the same","Be kept the same","Decrease","Decrease","Decrease","Be kept the same","Decrease","Decrease","6","6","Each Person on Own","5","6","5","Not Legal","Not Sure","Not Sure","Not Sure","Not Legal","Not Legal","Agree","Not Sure","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree"
50181,"2013-05-07 19:08:43","2013-01-22 15:25:36","2012-08-20 15:15:11","2012-05-18 23:54:56","2012-02-15 17:27:07","2011-08-31 16:44:00","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Be kept the same","Be kept the same","Not sure","Increase","Increase","Increase","Be kept the same","Increase","Not sure","Increase","Be kept the same","Increase","4","4","4","3","5","4","Legal","Legal","Legal","Legal","Legal","Not Legal","Neither agree nor disagree","Agree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree"
13799,"2013-05-02 10:06:20","2013-01-22 21:24:22","2012-08-25 11:32:14","2012-05-16 17:53:05","2012-02-08 22:41:59","2011-08-15 18:18:00","No","No","No","No","No","No","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease","5","6","6","5","5","6","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Not Legal","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree"
